2026-07-13 16:59:57 | INFO | -----------------------------------------
2026-08-11 13:49:56 | INFO | Validating SchemaChange File Naming...
2026-08-11 13:49:56 | INFO | Migration File Validation Successful.
2026-08-11 13:49:56 | INFO | Validating views/dynamic_tables for hardcoded database names...
2026-08-11 13:49:56 | INFO | Views/dynamic_tables database reference validation successful.
2026-08-11 13:49:56 | INFO | Validating dynamic_tables/tasks for hardcoded warehouse names...
2026-08-11 13:49:56 | INFO | Dynamic tables/tasks warehouse reference validation successful.
2026-08-11 13:49:56 | INFO | Skipping warehouse config validation (no dynamic_tables or tasks SQL scripts found).
2026-08-11 13:49:56 | INFO | Validating duplicate migration versions...
2026-08-11 13:49:56 | INFO | Duplicate migration version validation successful.
2026-08-11 13:49:56 | INFO | Access role configuration validation successful.
2026-08-11 13:49:56 | INFO | Skipping immutable migration validation (no base ref supplied).
2026-08-11 13:49:56 | INFO | All Repository Validations Completed Successfully.
2026-08-11 13:49:56 | INFO | Validation-only run completed successfully.
2026-08-11 14:30:49 | INFO | -----------------------------------------
2026-08-11 14:30:49 | INFO | Snowflake Deployment Started
2026-08-11 14:30:49 | INFO | -----------------------------------------
2026-08-11 14:30:49 | INFO | Starting Repository Validation...
2026-08-11 14:30:49 | INFO | Validating Project Structure...
2026-08-11 14:30:49 | INFO | Repository Structure Validation Successful.
2026-08-11 14:30:49 | INFO | Validating database/schema folder names...
2026-08-11 14:30:49 | INFO | Schema path validation successful for 12 target(s).
2026-08-11 14:30:49 | INFO | Validating SchemaChange File Naming...
2026-08-11 14:30:49 | INFO | Migration File Validation Successful.
2026-08-11 14:30:49 | INFO | Validating views/dynamic_tables for hardcoded database names...
2026-08-11 14:30:49 | INFO | Views/dynamic_tables database reference validation successful.
2026-08-11 14:30:49 | INFO | Validating dynamic_tables/tasks for hardcoded warehouse names...
2026-08-11 14:30:49 | INFO | Dynamic tables/tasks warehouse reference validation successful.
2026-08-11 14:30:49 | INFO | Skipping warehouse config validation (no dynamic_tables or tasks SQL scripts found).
2026-08-11 14:30:49 | INFO | Validating duplicate migration versions...
2026-08-11 14:30:50 | INFO | Duplicate migration version validation successful.
2026-08-11 14:30:50 | INFO | Access role configuration validation successful.
2026-08-11 14:30:50 | INFO | Skipping immutable migration validation (no base ref supplied).
2026-08-11 14:30:50 | INFO | All Repository Validations Completed Successfully.
2026-08-11 14:30:50 | INFO | Validation-only run completed successfully.
2026-08-11 14:32:21 | INFO | -----------------------------------------
2026-08-11 14:32:21 | INFO | Snowflake Deployment Started
2026-08-11 14:32:21 | INFO | -----------------------------------------
2026-08-11 14:32:21 | INFO | Starting Repository Validation...
2026-08-11 14:32:21 | INFO | Validating Project Structure...
2026-08-11 14:32:21 | INFO | Repository Structure Validation Successful.
2026-08-11 14:32:21 | INFO | Validating database/schema folder names...
2026-08-11 14:32:21 | INFO | Schema path validation successful for 12 target(s).
2026-08-11 14:32:21 | INFO | Validating SchemaChange File Naming...
2026-08-11 14:32:21 | INFO | Migration File Validation Successful.
2026-08-11 14:32:21 | INFO | Validating views/dynamic_tables for hardcoded database names...
2026-08-11 14:32:21 | INFO | Views/dynamic_tables database reference validation successful.
2026-08-11 14:32:21 | INFO | Validating dynamic_tables/tasks for hardcoded warehouse names...
2026-08-11 14:32:21 | INFO | Dynamic tables/tasks warehouse reference validation successful.
2026-08-11 14:32:21 | INFO | Skipping warehouse config validation (no dynamic_tables or tasks SQL scripts found).
2026-08-11 14:32:21 | INFO | Validating duplicate migration versions...
2026-08-11 14:32:21 | INFO | Duplicate migration version validation successful.
2026-08-11 14:32:21 | INFO | Access role configuration validation successful.
2026-08-11 14:32:21 | INFO | Skipping immutable migration validation (no base ref supplied).
2026-08-11 14:32:21 | INFO | All Repository Validations Completed Successfully.
2026-08-11 14:32:21 | INFO | Validation-only run completed successfully.
2026-09-05 15:12:53 | INFO | -----------------------------------------
2026-09-05 15:12:53 | INFO | Snowflake Deployment Started
2026-09-05 15:12:53 | INFO | -----------------------------------------
2026-09-05 15:12:53 | INFO | Starting Repository Validation...
2026-09-05 15:12:53 | INFO | Validating Project Structure...
2026-09-05 15:12:53 | ERROR | Repository Structure Validation Failed.
2026-09-05 15:12:53 | ERROR | snowflake/tables
2026-09-05 15:12:53 | ERROR | snowflake/views
2026-09-05 15:20:35 | INFO | -----------------------------------------
2026-09-05 15:20:35 | INFO | Snowflake Deployment Started
2026-09-05 15:20:35 | INFO | -----------------------------------------
2026-09-05 15:20:35 | INFO | Starting Repository Validation...
2026-09-05 15:20:35 | INFO | Validating Project Structure...
2026-09-05 15:20:35 | INFO | Repository Structure Validation Successful.
2026-09-05 15:20:35 | INFO | Validating dbt project for Snowflake deploy...
2026-09-05 15:20:35 | INFO | dbt project validation successful (dbt, object=DBT, schema=POSTGRES).
2026-09-05 15:20:35 | INFO | Validating database/schema folder names...
2026-09-05 15:20:35 | WARNING | No database/schema targets discovered yet. Add SQL migrations under snowflake/<object>/<database>/<schema>/.
2026-09-05 15:20:35 | INFO | Validating SchemaChange File Naming...
2026-09-05 15:20:35 | INFO | Migration File Validation Successful.
2026-09-05 15:20:35 | INFO | Validating views/dynamic_tables for hardcoded database names...
2026-09-05 15:20:35 | INFO | Views/dynamic_tables database reference validation successful.
2026-09-05 15:20:35 | INFO | Validating dynamic_tables/tasks for hardcoded warehouse names...
2026-09-05 15:20:35 | INFO | Dynamic tables/tasks warehouse reference validation successful.
2026-09-05 15:20:35 | INFO | Skipping warehouse config validation (no dynamic_tables or tasks SQL scripts found).
2026-09-05 15:20:35 | INFO | Validating duplicate migration versions...
2026-09-05 15:20:35 | INFO | Duplicate migration version validation successful.
2026-09-05 15:20:35 | INFO | Skipping access role validation (no grant SQL scripts found).
2026-09-05 15:20:35 | INFO | Skipping immutable migration validation (no base ref supplied).
2026-09-05 15:20:35 | INFO | All Repository Validations Completed Successfully.
2026-09-05 15:20:35 | INFO | Validation-only run completed successfully.
2026-09-05 15:22:37 | INFO | -----------------------------------------
2026-09-05 15:22:37 | INFO | Snowflake Deployment Started
2026-09-05 15:22:37 | INFO | -----------------------------------------
2026-09-05 15:22:37 | INFO | Starting Repository Validation...
2026-09-05 15:22:37 | INFO | Validating Project Structure...
2026-09-05 15:22:37 | INFO | Repository Structure Validation Successful.
2026-09-05 15:22:37 | INFO | Validating that tables and views are created by dbt only...
2026-09-05 15:22:37 | INFO | Tables/views SchemaChange exclusion validation successful.
2026-09-05 15:22:37 | INFO | Validating dbt project for Snowflake deploy...
2026-09-05 15:22:37 | INFO | dbt project validation successful (dbt, object=DBT, schema=POSTGRES).
2026-09-05 15:22:37 | INFO | Validating database/schema folder names...
2026-09-05 15:22:37 | INFO | Schema path validation successful for 1 target(s).
2026-09-05 15:22:37 | INFO | Validating SchemaChange File Naming...
2026-09-05 15:22:37 | INFO | Migration File Validation Successful.
2026-09-05 15:22:37 | INFO | Validating views/dynamic_tables for hardcoded database names...
2026-09-05 15:22:37 | INFO | Views/dynamic_tables database reference validation successful.
2026-09-05 15:22:37 | INFO | Validating dynamic_tables/tasks for hardcoded warehouse names...
2026-09-05 15:22:37 | INFO | Dynamic tables/tasks warehouse reference validation successful.
2026-09-05 15:22:37 | INFO | Warehouse configuration validation successful.
2026-09-05 15:22:37 | INFO | Validating duplicate migration versions...
2026-09-05 15:22:37 | INFO | Duplicate migration version validation successful.
2026-09-05 15:22:37 | INFO | Skipping access role validation (no grant SQL scripts found).
2026-09-05 15:22:37 | INFO | Skipping immutable migration validation (no base ref supplied).
2026-09-05 15:22:37 | INFO | All Repository Validations Completed Successfully.
2026-09-05 15:22:37 | INFO | Validation-only run completed successfully.
